Country,Year,CO2 Emissions (1000 t)
Uruguay,1998,5910.87
Uruguay,2000,5576.6
Uruguay,2002,4355.2699999999995
Uruguay,2004,5589.1
Uruguay,2006,6442.84
Uruguay,2008,7917.429999999999
Uruguay,2010,6548.9
Uruguay,2012,8806
Uruguay,2014,6824.5
Uruguay,2016,6863.1
Uruguay,2017,6530
Uzbekistan,1990,113286.32
Uzbekistan,1991,113301.73999999999
Uzbekistan,1992,106305.61
Uzbekistan,1993,106809
Uzbekistan,1994,101370.9
Uzbekistan,1995,101021.05
Uzbekistan,1996,104012.36
Uzbekistan,1997,102265.9
Uzbekistan,1998,99999.06
Uzbekistan,1999,104052.93999999999
Uzbekistan,2000,108606.83
Uzbekistan,2001,107876.5
Uzbekistan,2002,111020.33
Uzbekistan,2003,106841.01
Uzbekistan,2004,104822.79
Uzbekistan,2005,100863.85
Uzbekistan,2006,103617.93999999999
Uzbekistan,2007,103446.05
Uzbekistan,2008,113156.4
Uzbekistan,2009,107567.39
Uzbekistan,2010,101762.95999999999
Uzbekistan,2011,105089.37000000001
Uzbekistan,2012,105529.23999999999
Vanuatu,1994,55.15
Vanuatu,2000,69.59
Venezuela (Bolivarian Republic of),1999,114126
Viet Nam,1994,25382.82
Viet Nam,2000,55905.719999999994
Viet Nam,2010,146036.77000000002
Viet Nam,2013,156969.31
Yemen,1995,10514.96
Yemen,2000,17548
Yemen,2010,22341
Yemen,2012,23311.940000000002
Zambia,1994,2595.3500000000004
Zambia,2000,1685.8899999999999
Zimbabwe,1994,17088.480000000003
Zimbabwe,2000,24869.08
Zimbabwe,2006,10995.15
